"Data Source","World Development Indicators",

"Last Updated Date","2025-10-07",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Barbados","BRB","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Brunei Darussalam","BRN","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","966815177.028537","1052165478.85126","1332744060.52674","1639747478.88825","1844746649.66304","2665369238.25439","4601608064.2329","4066849308.84388","3809768577.46989","3393672653.2737","","","","","","1845396865.44037","2175960382.51441","2468235362.21817","2421166297.41425","2248434358.15647","2087801582.25113","2827057059.70544","3065868297.44667","2972105446.77217","2044691629.1926","2567616759.59921","3743517639.29968","3531476907.98187","3588069784.89747","4187448792.69285","4978970766.07416","6177687114.31227","7607073551.87412","7651436598.18645","10502405644.5006","7112433442.48365","9239730724.18297","12875904772.4286","13364336606.2004","12312003443.1882","11656782737.7194","6751297356.70163","5651998520.28491","6012333920.6353","7045735066.37537","7804888584.60408","6886059825.91906","11228855780.6292","14411072071.9153","11578413364.5297","11488843569.8349",
"Bhutan","BTN","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","18503245.2853225","22606627.019412","20411137.5705807","19970495.7907288","21882348.4061679","25823143.0015159","35502016.4012956","59610384.6005478","79702765.2993088","77419494.006348","80463907.2185563","80401687.8932874","80226226.6078861","74253380.0548658","79954759.620322","114470385.351106","112281787.465097","131386622.516068","124774096.741431","130394708.885486","129011858.833257","125226723.098729","128203231.910492","158790865.839343","218044359.018544","313220132.210959","488533694.39006","657484027.305152","613949836.735545","565372359.169096","673077626.265008","750018031.745858","706237987.659279","727610629.708311","714242546.647184","689951582.761077","639422100.764677","737148272.640667","754068443.025006","860577748.409369","689742274.742307","808455596.608096","739014454.021463","855304391.530018","",
"Botswana","BWA","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","7990792.36416704","8954881.38979759","9954224.58693473","11044517.794955","11990090.0511531","14518367.1304168","15063118.6513488","14434139.8786695","15272009.1269432","17616985.8381716","23729296.189075","42248934.6531096","61462576.4076871","94797108.2559925","125243385.721665","154832672.53363","187450046.862512","229880279.348188","307369254.86351","443738520.037251","562900061.114864","533739354.493282","553774494.712337","727761034.01688","754559745.157979","739001569.984132","951576888.200159","1476466415.43687","1864990911.01987","1826381244.39795","2086950258.69863","2090888359.81375","1997748521.72677","1959245999.40159","2036880108.9157","2404870920.53371","2609472302.63429","3056374790.69444","2361188675.49481","3027163553.28643","3000196009.25164","2671112100.25337","2836771499.44246","3667669548.87978","4444139018.51733","5249438114.40968","5136222269.86604","5968390548.64143","5037792114.61554","3625814470.20898","5325894408.36078","6684404436.05826","6691579858.7139","8759959354.23986","9480529368.99091","7183595978.7509","8236832499.81332","6912339736.57387","7532912345.37339","6203274315.31089","4681117525.27574","7858679909.85688","8848562925.38457","6260106088.50898","5053318552.26436",
"Central African Republic","CAF","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","26101663.4259752","32618432.1655383","30610519.6477239","32650882.1445961","40403677.005895","40806173.5372314","44773974.2010814","43089266.5945851","65799815.5423568","51399886.5074055","60397784.8485851","60030793.1039366","57429305.1610568","77607287.9229855","78051063.3886003","80012173.7888853","100096593.229893","127861442.610841","142999455.010829","157199524.08792","201027871.816561","169417093.942378","165958867.191733","159064467.503475","149211730.986615","190340640.209863","204099898.914805","214306703.887828","224453247.444129","250535801.891474","245892979.741471","242234407.665641","238129778.715737","218665899.352471","199169785.120117","247850125.445452","216376647.844288","252105056.490783","219168761.717854","192136061.26759","186767826.180021","160016888.52944","158999418.934245","208312702.529568","178103975.62981","178779525.589052","209279918.840122","239933929.811439","219347920.194474","203464465.630003","249093430.271024","320053983.563233","289922950.677384","253274134.908027","315975056.005751","289437777.667248","270501993.134169","357682916.800674","354024742.201165","349974468.904547","353021263.260214","332868820.827631","293074002.707976","369034170.925932","425305516.537958",
"Canada","CAN","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","7215712236.96798","7439414166.10697","8094515611.35049","9398224064.40888","9996446867.04438","11675300776.8421","13131449205.2398","15002668947.8911","16551276495.1988","19265001435.5441","20913052089.5227","24070108091.7264","29896010398.9601","38617586912.0654","38302202123.4762","44942190669.3712","48202162670.4278","53813447882.8789","64212907631.8935","75584160109.4766","81065977145.7169","79268055442.9764","85210159039.273","99654852907.1114","100872940314.903","102284994602.375","112629713423.831","132708214837.085","142065878378.378","149461775797.052","149170812603.648","155724331926.864","168751259592.28","190114967779.731","218740163217.721","233945727906.124","249765997399.971","253784967981.126","283991384532.544","329258635782.102","310667613636.364","304705919836.87","330149882235.386","383240584166.026","432369202838.752","467052186177.715","502770691741.923","534150890346.767","391985828011.548","471736717163.276","550163771962.44","554964544782.69","560108797442.998","573083180253.852","495747450357.728","481357649980.237","518766780219.71","557719627178.031","564142104614.779","487990676642.934","630478158309.719","743495409319.726","724806087191.631","727540727211.806",
"Central Europe and the Baltics","CEB","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","128554911642.064","136244589361.169","143585161026.197","158211004147.447","153121938283.116","165362460490.731","183135273636.439","206545996160.759","264166074883.017","345615005951.937","412730394751.387","501630564308.88","639961187143.2","761077506320.644","600978899707.898","687447390914.208","822698582338.61","797689037943.05","854077648680.37","896015711265.212","793087445981.684","822183274462.679","929209684594.193","1042005054973.48","1040651199262.46","984779398118.942","1216015549315.17","1340773284280.94","1426622122401.04","1432499323209.18",
"Switzerland","CHE","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","10327798993.8257","11789303805.1235","14237042389.9667","19321213030.8392","23422344510.4555","25929539766.7842","29008980636.9019","33802401913.8756","45251477628.6353","51212390689.8418","56770654055.0218","54152532328.6834","51060349209.4764","49408192558.7156","51768415116.8234","53013588376.5415","69923799544.1659","82090040906.6524","91340876785.3482","93262377895.9594","109915025914.195","107067605997.211","114018210069.691","111111344071.467","120744704248.008","141203860465.116","139537131067.961","137060242541.17","139575012415.506","139348313140.727","143622369729.986","143872229201.233","150195660849.48","172784832553.65","207207253719.341","225263859620.944","250005789599.617","302064722592.469","358112276798.08","321497078393.53","388280803404.021","475707113598.213","465237594281.164","508970903327.501","474699970370.027","443048390064.017","459636103721.801","461255257229.42","489600609479.659","483067666222.233","475588653393.81","579841742088.153","630824772931.378","655909974512.794","675814842375.363",
"Channel Islands","CHI","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","536609090.909091","550751428.571429","639219281.663516","687611590.628853","730563068.920676","811080139.372822","1027139444.30018","991413772.691397","985246218.731821","1344218032.02599","1312710941.65632","1178754033.90941","1131291624.67003","2238225384.55096","3166203509.96751","1837775113.19303","2475236058.264","2755061055.03326","3169461902.32934","4825253306.0544","6292627054.10256","5363825291.28205","3635010931.9185","4769390034.30656","4485352693.65457","4651072800.11727","5162723062.69063","6306734128.16828","8456927621.44139","10088686694.2237","10767995923.0111","11846241658.8232","13307830022.0147","12755908986.3914","15653663028.8681","21024502601.4987","20392925352.0167","22188167110.1762","20615225095.3212","21395656218.2333","23598873696.015","22794630096.0798","22665228128.6505","26819043866.956","39319047540.7463","49132372355.1774","67484496460.0702","77844967147.1859","74049221810.4172","63756458255.2363","82271078017.9908","94745539749.1623","90376114425.7005","89009025669.2429","85665253392.007","70773876095.187","69624960593.4583","78238304038.8391","84405336511.8622","77571035535.566","79592399892.9982","100881456731.022","107256627010.034","103376675915.93","111377047470.18",
"China","CHN","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","1883060000","1505610000","1505370000","1666350000","1938860000","2246600000","2370600000","2155880000","2114700000","2214390000","2274220000","2710416000","3537210000","5959279000","7213067000","7974570000","7440600000","8271070000","10801140000","13962640000","19405720000","24369970000","22600124795.19","21956304449.37","24764305080.89","25801403273.95","26202580690.47","34072853910","44923701330","41190793490","49129758920","55542659170","66847400129","74280328750","104607445198","131858826000","154811877000.001","187447040000","188750394176","198699399635","253092089737","272060010515.89","333002310923.451","447958253781.62","607356934124.72","773339005396.99","991731387760.501","1258056795940.68","1497868782939.59","1262664161019.72","1654823329662.59","2006308960971.16","2175069254660.16","2354264539607.02","2462825804847.21","2362097053268.77","2199974853564.98","2424216052103.13","2655609176082.54","2628941104664.36","2729884575161.69","3554107780955.9","3717887818650.36","3490089712359.72","3753056083353.75",
"Cote d'Ivoire","CIV","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","187017624.793409","218194460.344798","221930266.301557","258264804.131378","330533061.996909","338691142.424194","372845040.120473","392274888.399003","521479840.740134","500460515.216434","520616378.894426","510247677.249857","619773296.917167","896858258.033993","1402964048.87337","1430151941.39037","1946009810.71837","2670550587.68452","2885367253.03744","3163758913.97304","3561631957.71593","2966163806.58738","2756186089.37426","2527383512.60462","3100078628.84966","3263790016.89485","3617154609.06494","3372301898.82854","3126609347.62883","3125624101.39681","3421191519.26469","3149018975.99396","3558855910.68988","3252142767.42408","3369268861.33542","4593584042.87546","5069827394.81855","5082544458.92014","5333495972.78523","5423051765.22103","4606906376.9471","4617823364.17054","5662064299.80612","6107969564.25877","7086390530.61889","7662724560.14131","8302651291.84657","8769225735.9938","10568912669.8982","12000249512.7388","11703514551.0641","12946046205.3421","12699449618.4278","12469056844.6353","13752704950.0207","12531890057.4258","12073797174.534","13390010535.4842","13281208105.2104","13683059068.9034","13231732415.0367","16230487158.2853","17211097453.5823","19308326613.8754","23882965562.035",
"Cameroon","CMR","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","193421237.837933","178688819.971612","193088699.930079","231454654.838626","257346671.730306","301733187.275657","284721121.684101","305521571.252187","393469130.801202","548805300.693213","648117760.060174","656202835.889513","850701204.288005","1103007001.90104","1247639813.74646","1861186771.24249","1445617473.66066","2195884892.67123","2088376143.28872","2447934059.896","2858134100.85175","2760485196.05949","2178543700.78274","1961804001.92354","2280376116.79814","2485421487.55571","2367905903.71539","2480390363.88588","2652315493.28416","1912336305.59926","2348799529.22059","2691568972.11885","2875461379.0151","2483240189.42057","2247078226.12803","2626514827.50102","2766983730.38158","2854249060.11522","3104135993.00922","3868330225.42171","4340055666.03028","5055972600.31033","6455516974.46439","7485406850.66888","5469950248.91088","6153122906.06151","7421773622.74155","7200040957.28217","7973145413.04449","8590854302.65916","6760654004.68446","6407809686.3797","6624479953.0876","7486173533.2258","7874085866.66636","6212103784.55953","7430968539.29677","8568684369.04679","8187351908.00398","7564122757.69701",
"Congo, Dem. Rep.","COD","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1316878619.73574","1607380673.70666","1731596555.93615","1142032269.2638","1852289843.52632","1113537727.27273","2185507246.37681","891666666.666667","1367800837.58331","2145055691.03305","2340567899.3741","2745153184.24415","3136076907.38525","6539494270.72831","7723022141.57319","5000335046.48877","8865916823.14979","10210736241.2238","9027202297.60921","11910414557.1591","13226085768.2531","10512899423.4281","8896177271.54238","13401989368.7016","15485130690.5754","13393198275.8799","13935463325.1914","22344866757.964","29938355213.702","29372039449.6791","32984602137.9877",
"Congo, Rep.","COG","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","26943546.4781166","29515424.4044145","50771655.3542926","62818525.1195746","70846987.328557","71410810.831236","65939852.9143199","72357447.6776995","76343640.5031163","85012891.2240361","95512627.991628","104954865.830511","116257095.893697","171385616.32217","311584817.291537","275298407.142081","304665660.159715","348827333.046871","384211648.658271","568348371.734096","1023762095.67461","1156656678.97488","1194134306.38522","1215274929.40882","1351850299.95629","1227120963.45231","736631969.173705","958951543.473103","898779925.220906","1159530947.18705","1449116806.0998","1134481545.07978","1193589825.24736","1149866814.49882","1035379949.30792","1369151207.14014","1739316143.9972","1755897583.7437","1487018188.90197","1702267046.49725","2591933855.45429","2165209455.40444","2473412893.42318","2831441511.17512","3750252271.58279","4987839329.91879","6253140817.89154","6014868764.4275","8551335536.76063","6269575239.20125","9010344990.62158","11524199117.771","10276401661.2795","9506330379.38899","9521187260.1466","5080489797.75092","4598648630.75926","5676136547.10808","9190930874.56505","7854704721.17581","4669939812.03556","7833386313.57048","10093186512.0544","8717056857.11139","8296952544.59329",
"Colombia","COL","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","632672494.348154","589865537.313433","605740502.242506","579510844.444444","714265144.444444","699047619.047619","541851851.851852","653146477.145043","701707004.180043","808812068.099551","955259648.019432","935820962.911309","1149373247.90663","1539558029.33178","1798616360.40627","2071845444.99232","2615131863.38089","3283905564.22709","3867783604.04144","4251544715.065","5416924889.4313","4312469259.96344","4252517718.43372","4050952667.78683","4546303965.08543","4818143265.79422","6582202894.2535","6165155372.87305","6386221631.40895","7118228010.95861","9024672480.38864","9478146064.9523","9645918068.37342","10093756778.1412","12254486171.2682","13443126537.0059","14766792154.3281","15829469959.0081","14780193358.8524","15829235073.0195","15895257719.3545","15110265985.5399","14511230142.0322","15687687299.8944","19637278136.3897","24709929563.8536","28683606693.826","33889993566.9701","43916519836.3982","38181805547.3998","46816280695.4722","64569763969.5584","69731471881.4892","69107146201.365","63418461300.1317","45932176699.4658","41608310926.5839","47233141871.792","53136579844.9701","51258795210.3544","36557247848.5389","51591453811.2973","70468824548.812","65315982251.3179","66852963831.4316",
"Comoros","COM","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","18752564.8995766","17348157.1631163","16259718.8414335","16931592.0669214","16319834.4074394","17384175.4713175","24669150.3242642","29823579.1052684","31499531.9976003","30175019.2495056","37963365.2129983","37475472.1227116","40417159.183892","40016219.7947466","28203730.1925982","35209697.4959681","34997133.6078222","32203526.6907441","32703607.2571506","33793543.4300631","31027530.9533133","33446309.5978802","37638992.112245","48323488.5654606","55994444.1860397","57775596.981712","61714685.8230045","71414386.4091993","75279514.6975637","84304814.7745311","87519203.9750329","101862719.774965","90876030.3603347","101000279.360407","111239530.048498","97918675.9399404","108098874.481948","128229514.917688","153462136.109042","152645349.347921","69481186.4243704","128826172.560735","165662686.930688","148128993.920156","153247726.331561",
"Cabo Verde","CPV","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","24288314.0243949","29942621.8480968","32243001.0992852","34103837.5044062","30064769.3792957","31179570.2679948","33573408.0303558","42578548.7072232","44159711.3816908","51418178.6182151","52576466.0227159","52976389.2000896","61728160.1928901","65033421.6121452","61175342.8337668","83482492.5507137","101395583.638198","134631485.120869","118975529.248762","124265005.50714","145630289.312716","167853969.18043","201943860.652118","255073869.359581","296019402.143768","367287242.836179","499871423.792251","556679671.269494","900167510.875676","766131013.397094","552604498.853242","672876287.854967","716706284.462159","761183232.718409","760584105.401972","719807460.417794","767162452.285936","840005276.517296","1011390795.76429","1051880072.22161","460735344.52853","489360327.17769","869236485.990215","973108880.42199","1158441590.20763",
