"Data Source","World Development Indicators",

"Last Updated Date","2025-10-07",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Least developed countries: UN classification","LDC","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42728240072.9095","40930274494.3173","35873377306.3651","36693001982.9024","36734209839.058","38814774551.2483","45714860832.3156","46171814471.9121","49633781855.1187","55767101322.9122","71362994794.0688","99056115425.4192","124035348629.734","156098016062.195","203514738220.283","157249697096.917","193147619057.78","233943977693.194","236680833023.219","242113805004.182","248591958516.686","190834949762.297","172670092797.954","203149784465.677","233242408568.396","238028344047.622","213037320332.232","272983246654.886","334052310691.84","318071021209.246","328398971597.75",
"Low income","LIC","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16508810718.6193","15455195338.625","17645997351.7389","27591610303.2521","22354400937.2117","19272154278.6042","19063376683.3684","18875752044.1139","19937584738.5297","27095109625.775","26114751760.0785","30018114405.9161","32237148836.0989","43542775602.879","55022774918.0169","63591654849.9111","79066298759.6515","99984582310.7857","77256425258.7983","96589464207.6831","93680633940.4962","72142953780.4969","73130510473.7137","79880840129.9508","64552193214.5405","54681131696.0065","68054793892.7435","74923770317.1248","72679739263.9528","68286322565.3633","86797071957.1196","105878383333.979","105381747700.221","119910213645.368",
"Liechtenstein","LIE","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","422303067.226891","397732379.831933","398590401.851852","319557568.571429","322401284.033613","439915966.386555","391806722.689076","380452674.897119","371463229.243697","361512605.042017","584537815.12605","583136593.591906","570184254.606365","700156250","944812030.075188","1042225392.29672","1043162901.30797","1387936865.83991","950352338.244715","1134232498.39435","1296672716.27344","1345038961.03896","1304565112.92648","1360645983.8504","1740762578.61635","1555117820.32401","1519200571.0207","1683389945.65217","1819710782.77271","1904743411.92788","2424288567.14928","2586802030.45685","3082683093.77139","3494577814.56954","3962059894.77944","4638263414.63415","4860502985.34467","5514301315.4772","5724701318.85182","5555445147.22537","6371581612.77756","5879570277.5291","5773455293.74869","6543193120.59677","7300256942.38561","7892069651.74129","8520287929.93806","9418771913.85285","10113919886.6377","8972038339.48688","","","","","","16927340182.069","17445193580.5308","19085446174.5364","20255985244.2482","19422660191.249","13036289441.034","14985052373.0422","15984910764.845","17320146785.4937","19680136462.1092",
"Lower middle income","LMC","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","71865463069.343","70050847059.2384","69893761281.9684","73004424131.962","71820603973.4489","74009489679.3107","80886097291.8286","90697971333.6361","98039575377.5802","109657622317.639","116426949359.668","128223843900.072","134704894127.858","151622137001.779","182851730904.71","201370769504.664","216634686303.203","212616114396.758","227540627461.03","250055229424.711","251650137218.998","271856198657.542","315827492749.217","398775343687.102","490674406944.44","594630879247.879","723709105607.395","865139455718.922","777314215136.526","970820550958.999","1155009348219.72","1186976044974.2","1244509425184.91","1265880545581.82","1156748385470.3","1175624724658.58","1348295383623.19","1487476635690.43","1520975907639.02","1396789979658.56","1748518073659.16","2050314041308.94","2035343500052.71","2116363512279.88",
"Low & middle income","LMY","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","27748975673.7804","28211726089.307","27109046654.0595","32547183009.6057","34284824353.1629","36915932400.8417","39156241203.8221","40281302430.7506","43251621237.7052","47480426921.4718","52320471671.04","57457342639.4987","69049146537.409","102114883050.387","160689878514.665","161824645752.767","187184859486.064","211122589080.943","229730699215.891","300847348145.268","368025045131.974","354847016387.661","351585934732.045","362301796655.395","383298585122.371","371823254608.777","336982052218.265","406747095353.836","469873134739.512","505381799704.181","565137848591.675","574193297855.779","625616944627.91","662245110121.849","781979049168.538","923859731062.392","1016592648501.07","1115903203273.32","1084406242625.94","1154755563903.48","1376579461332.93","1350341143378.34","1475231692382.82","1745696134502.11","2223272893558.64","2716316781031.03","3289241513501.94","3978421448232.83","4746697142794.31","3908701363672.4","4978792136355.88","6007664354184.28","6269814315151.57","6456945420329.12","6499864845067.37","5862374505905.13","5656925486374.45","6356520357312.21","7013084671662.84","6931672310704.35","6433063439427.51","8366056838389.65","9426357097837.33","9082167544113.57","9621961319062.66",
"Lesotho","LSO","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","4059998.37600065","4479998.20800072","6019997.59200096","6999997.20000112","7979996.80800128","8539996.58400137","6159997.53600099","7139997.14400114","7419997.03200119","8959996.41600143","8399996.64000134","9787239.39727383","13008553.1236788","17292087.8610984","20604082.2573833","21636006.642254","26450006.6125017","23000005.7500014","46000011.5000029","64131264.8229324","90648328.141812","83760683.7606838","","","","","","","","","","","","","","","","","","","","","","","","","","895714317.143257","935018108.093681","779282540.253496","941418358.425094","1230967657.95672","1035578774.96347","905412759.607014","931258117.828484","1012112198.1144","967977351.678437","1095170222.07101","1273857561.24071","1104727469.64081","912849307.419814","1113103686.39922","1095216413.92642","909092602.662977","",
"Late-demographic dividend","LTE","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","34685260432.7313","38437879131.2021","46186206798.1429","67076298863.4205","101759872484.575","101238614878.154","111743775377.908","128366326280.897","146820628340.182","198858454879.087","253831167210.893","256736517298.972","233625608732.556","240550450760.621","268495198547.897","268760149922.343","268916123453.941","329346608527.321","394931855894.938","427391478000.937","432657114880.691","419740379777.099","729833325095.2","612360569054.615","646402139207.51","770872618756.217","811971450756.923","873909547276.266","858376208642.291","907095411169.636","1082453885620.62","1113921189018.45","1230872836047.16","1517383798866.65","1952685663991.27","2404205363935.89","2940681772019.71","3576191263378.32","4333630077910.48","3496260759022.02","4372999928054.18","5369009068777.32","5644924359324.17","5925679592015.21","6042631433310.06","5468425515183.03","5235338922688.35","5879661975393.55","6537426899023.49","6491297999827.67","6241022197947.67","7979252635390.62","8883300300550.56","8531598759065.43","9104592656802.38",
"Lithuania","LTU","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2925991890.52205","3519214501.51057","4553531290.4618","4400655157.53129","3559759171.34225","4447864479.93094","5396323694.43246","6759675965.06058","8681096446.70051","11035742672.6279","14387565617.6141","17215943029.2383","20500472085.3859","27541583491.8777","19363046983.5974","23740962644.3557","31728784749.2403","33580700075.8524","36599310828.8094","35075486128.0286","28498914823.207","29095247184.8522","35152006747.9412","40441054996.4392","42344067359.6078","41586229552.7005","53381777500.2317","61643097916.829","61017599737.3148","62899954052.0859",
"Luxembourg","LUX","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","1308913271.48044","1352359884.44078","1592229859.77454","2355188366.79776","3300803645.40182","2917697707.57925","3047749216.30094","3324898142.93754","3993266299.47483","5067336268.57457","5383032142.36446","4423440895.26293","4137952498.67561","4124129388.56016","4532564925.99832","5014838643.92962","6703202998.01336","8110552133.98163","9327494240.2633","10219753276.0033","12742102848.8653","13779657412.8766","15301225846.926","15744739972.0149","18080553412.1051","21787067597.1538","22562990228.013","22737276725.3045","25731039119.8044","28455196289.3703","31345279139.575","31268767982.6717","32249319537.982","39412388094.1019","50400230064.1129","57949162558.3564","71977613139.6387","87480215780.934","95030426100.714","80570783795.9734","91465696292.8502","104568486412.666","102344215078.842","115007710906.273","125763218895.967","115238593327.577","118895618024.066","126658587133.284","140193787082.697","144341752039.059","150610309020.746","186265544320.237","179628968244.446","190706859784.035","200842485749.243",
"Latvia","LVA","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2000868511.12379","2414915773.35375","2591640454.87539","2811791969.49839","2638963487.86933","2927652375.43453","3177771434.96754","3492097544.33834","4243384577.54274","5617268114.99935","7306359676.41568","8573078755.95686","11881893037.8881","14075490425.3764","11149111759.7998","12758661553.3451","16424151962.0837","17308649300.9135","18242229970.9627","19247854748.9533","16490529213.9902","16793194616.7362","18851412292.5247","21235396108.6282","20699384824.9176","20915609598.0545","25510768209.8252","29453042751.9515","28293712958.4613","28123865140.793",
"Macao SAR, China","MAC","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","1263124147.40325","1274087249.11969","1491160932.62895","1442083741.6216","1661267630.06545","2159227786.73346","2430418058.7698","2822918879.94884","3189755082.66309","3450292032.35781","4034197228.36777","4314877220.72657","4642548512.40842","5213135238.29414","5311809600.32135","5372969416.04144","5041631119.19423","4988707245.50636","6046798489.88898","6258293396.40256","6875142918.35134","7657792603.41386","10086671052.0132","10261432156.6483","11682917519.9521","14545933761.365","16757376145.7137","16948547540.2112","24689782843.9294","33286115800.4382","39204422002.6774","46720876977.8909","47019523535.9289","35365862822.1056","34542937992.7415","40576247124.8135","45626098558.9731","45556578489.233","15578174258.7553","28163025268.0272","21096795295.7432","41844931226.1964","45040514103.1334",
"St. Martin (French part)","MAF","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","480190673.235201","440668808.751722","428812249.406678","476238486.786853","545401670.589212","535521263.751139","545401729.872008","545401729.872008","604684526.597227","671081258.929471","697778278.388061","738600055.96085","942466527.560424","1300658084.24365","2115101331.48976","2019155150.89869","1717031972.39751","1866967361.6018","2167005746.31402","2706652297.66405","4201411556.94467","4032797040.23126","3822370232.08615","3697958874.88165","3800181963.9577","3824760011.92487","4258765117.07142","4893088773.18172","6425436405.93975","5935176840.23765","7411991822.22723","7205742182.60964","7474470438.0417","6983435380.1484","7454972834.94513","8849422505.8548","9424749950.55001","9365776466.88359","9784229421.13294","10472253113.6215","10408859646.151","11131243438.1214","12213885545.7762","14319608062.4725","16759410598.7844","19275921048.2382","22483592810.1639","27325793519.3796","33064161825.4718","26014198657.0851","30046721232.9862","35175698017.5837","34323797625.1804","35014914037.2784","35897680523.6335","33119569273.8522","34291493550.4303","38651885813.4308","43077520359.3568","43952860516.0238","37369771251.448","47060549921.4328","58681916332.2068","61741317207.8401","66846859292.6916",
"Monaco","MCO","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1054008823.27718","937881521.73913","1026805411.25541","764754748.603352","612534634.461527","639062444.70539","741151801.535735","871854564.208355","1056084948.28798","1330145599.96107","1528943361.40957","1542451567.87823","2006075562.9453","2471503488.63034","2005634869.02064","1941110604.74834","2738068649.00211","2711403114.26299","3047744931.25949","2964287552.46469","2480197906.57851","2623048025.71072","3095306463.28308","3454064033.36926","3660834340.67571","3218731277.60425","4196391944.64671","5988282384.84134","5867982592.76155","5717372649.19795",
"Madagascar","MDG","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","67511336.7064609","102110849.371893","101689130.778236","97047803.7536509","106752579.470373","110127942.540702","155698196.90261","167512782.911287","183124855.683342","191304704.913512","213036048.460712","173264898.94468","191350736.637332","235525937.236688","297715413.656829","362080610.153179","330849218.675144","387925899.167103","457890722.563205","504827947.389357","554791922.898067","423096592.794001","404922691.036222","381908958.982415","419879579.843664","376255635.308369","428072463.8414","454292492.358412","433265600.063802","487655924.228415","505973443.868711","519857359.046727","538527290.669117","561129087.814315","705142895.935945","805498306.661693","839642514.372475","688168058.378783","722467461.02259","784850753.48815","885096717.085864","1091486917.48139","1167504458.33349","872660373.50032","985460548.244924","1424938434.18144","1757983978.07996","2369521280.55928","2971635295.00506","1959518983.96164","2183656264.169","2624531677.69278","2521980906.92008","2891230458.35248","3541731788.27034","3214678738.49738","3447066213.68097","4071827552.94261","4339367350.69394","4009166482.22619","2628831060.657","3314741894.16856","4680944198.8666","4285368913.24459","4115674394.69858",
"Maldives","MDV","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3375466194.16902","3156089602.65141","3158120131.89655","3326197407.68958","3591094857.28424","3751360417.55704","1791004988.53476","3997066754.3199","5106680724.33038","4902444407.8474","",
"Middle East, North Africa, Afghanistan & Pakistan","MEA","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","220998764498.573","242131393529.117","269470714475.832","287025944375.474","241623428551.831","303142292475.788","399383665406.124","358658114184.596","375449914804.841","448369092140.268","583495492034.001","772801949669.424","932161069023.042","1088092061267.17","1407129826834.27","1027665628169.35","1268916240586.31","1636255199086.62","1793818118370.13","1765987916032.68","1663875887409.07","1247153785358.41","1182605775535.69","1345390991594.64","1577842238600.77","1488462766064.27","1139013194663.81","1558075180829.18","2121141057907.63","2015011056011","",
"Mexico","MEX","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","1109120000","1191208000","1302504000","1411096000","1532720000","1667320000","1816952000","1824072000","2066336000","2451096000","2754440000","2995040000","3643200000","4650160000","6054240000","6067120000","7545416828.73071","8452576086.47499","10748302367.4617","15052992764.7446","20850899742.9306","26014603304.0995","26632371192.5109","28289706396.656","30521772290.6786","28439428976.2995","22446879806.7257","27349325162.1882","36496678771.9881","42359282023.4063","48866118134.8639","51459461044.3177","55406062493.8205","61477360984.9991","70611769310.5158","86926529245.2206","106842978990.053","121731183209.867","129452220228.41","147818774071.958","179810168051.425","171481946818.046","177144829751.745","181095388468.59","205711767188.403","233862215738.603","270928816792.948","295222517228.833","313852456086.709","250136106515.904","320766037580.856","374148226662.347","395854929792.859","408263658323.619","429314956761.169","414495031033.993","409476294705.042","446688309687.408","490508969545.438","502467566320.434","439853932827.966","534121610565.454","629788673074.2","648757320081.175","681537898900.937",
"Marshall Islands","MHL","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26833600","25830300","28410700","27743200","25284800","33100500","31151900","36065300","39620500","40254100","45176400","36024700","39278600","43068200","42118500","58145300","88306800","98977700","95335100","92294900","81272900","73643500","83584300","87396700","86317100","85811100","120116600","103431900","100925900","",
"Middle income","MIC","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","26594575109.6274","26995257510.1399","25736738554.45","31000691330.7399","32627254605.9137","35093249471.7827","37191856059.9272","38281844606.0955","41087316391.6649","45050567848.3873","49618658019.6426","54623586958.9803","65856723306.7242","98368026830.811","155526081350.31","156248917103.06","181107376216.776","204758404064.402","222670160495.903","291801202899.866","357420682992.849","344964620312.286","342363054494.623","353241719641.958","373838052342.478","363335393627.072","328762034928.904","397017570946.577","459813634148.892","493186566388.563","551539855417.898","559674905749.562","611647201827.139","646543120757.975","758641647433.089","904047466421.287","998817121213.566","1097971903210.91","1066717184946.97","1136041465757.26","1351764878297.28","1326348744355.17","1447900157732.06","1715810681786.86","2183351568545.04","2666176214013.35","3230793612207.22","3906121425244.22","4656217629608.62","3838481154596.41","4890885726707.21","5920953930618.85","6200911313884.72","6386982095837.68","6424087287420.61","5800425032197.49","5603621709036.2","6290993322165.4","6940925974451.38","6861521820311.29","6367247518461.05","8282240986481.28","9325128041817.97","8981855301492.67","9508395934632.39",
"North Macedonia","MKD","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1154602473.49823","1075454081.63265","1258971518.36574","1192218793.10345","1292553994.46684","1477254566.69672","988975383.978545","919196976.211665","876165677.651132","890249728.005223","1243037832.66618","1083173213.6626","1056864332.98805","1367965963.41779","1744851586.82567","2178469494.66013","2592959390.17946","3677770467.96324","4283351433.6105","3084290851.08301","3743089872.19039","4945510286.09573","4421839518.48236","4694501443.70096","5415580045.20133","4905245729.99208","5407081873.02654","6235363472.12165","7657419790.02174","7867370857.84171","7141154682.41593","9162326827.23046","10140779608.9458","10690518331.4394","10457925476.3439",
"Mali","MLI","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","31300692.4388231","35142330.5134132","38082699.0326618","44862008.9286469","53022179.5379943","48804174.5518637","57427641.0713031","68548731.6764459","80256489.4600372","103368693.182112","133914203.904045","141808858.852591","191329840.418119","260555262.907478","204680022.816497","190127240.214142","206683337.163116","235050768.169309","236903570.437432","268401430.430132","325338119.759286","316261753.440265","344950273.535047","419815580.41211","441616266.831664","442408867.813779","446796326.148732","404768737.762982","529405656.184519","524706724.587351","642627518.238185","620691653.652538","696780779.698716","665700074.219245","912604238.364252","1097691767.09096","1214785254.7978","1220024940.85236","1413791679.96241","1865640022.73051","1917811427.77743","2548215509.46898","2116109706.25885","2442195563.90086","2804916883.30143","3346608913.31448","3303494040.11694","3240763523.24734","3151534393.35363","3291642790.12105","3461471859.23525","4195619517.30008","4449175629.33742","5204085877.66132","5389820860.67646","5855058148.4263","6129775528.53567","5986892001.42853",
"Malta","MLT","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","110774150.939703","120411681.895593","137300511.3435","200104183.036208","280712103.713982","349755774.826398","398139351.711603","481207177.681363","583774793.862551","794915030.957713","1011830311.64712","901986076.372352","760422130.882864","697176215.284672","687730941.102744","720979706.946233","923230823.682089","1218554162.07431","1421831244.50978","1528275901.14922","1931731761.61631","2127896731.79698","2470727642.77984","2297726208.45709","2577570517.05121","3164860178.54928","2947705910.65652","2831960972.52794","3020001834.52375","3300856774.17688","3643979365.38264","3193887333.48278","3676301699.69428","4088460789.99268","4584050051.75319","4745311645.02811","6019512231.83853","7185090290.9512","8356392133.88508","7078071190.52349","8153157393.05775","9538928807.06668","9686280253.56593","10545126138.0313","11523020267.6133","12331132058.7243","13609158963.5397","16515929625.4205","19925574550.6765","20343827022.1074","22326989912.1194","23385685703.2693","24705128563.5157","27673262937.373","30029427942.7205",
"Myanmar","MMR","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)","MNA","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","5754745841.1629","6135223617.8624","6646957891.38041","7065482216.73834","8114522318.14265","9225131919.04125","11386984667.1784","13106513991.6584","22544447811.518","50104475189.6699","49968303406.4295","59484968823.6874","62146561953.1413","58651978540.9121","87436206748.9314","97534217454.4768","73672991197.0278","80832536148.872","80312632268.3655","77631839119.925","74471921224.9811","51894278597.7804","67648807914.1128","67731640581.4307","77342552669.438","92998341184.8204","82716387251.3018","82975641787.2959","81804981461.5736","91692412817.603","95393951176.4087","102392857583.247","112982840560.046","102214457293.157","129666247871.472","159000105007.466","144586930081.907","154027607688.487","173438670691.266","222731959492.472","288185286045.777","343439257162.521","409753312161.157","515903951379.978","391508193837.916","469919275143.961","530745074128.805","558892717803.815","516218788399.409","454805272267.199","345871041061.52","332456083137.152","392208346008.896","472859666639.063","422820341439.82","291479827559.647","417624237596.239","576930568581.737","540384879506.934","534454297945.913",
"Montenegro","MNE","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","362367403.863472","445661830.557048","454214751.156861","522751328.734592","871215545.070772","982979728.889442","1104045916.44712","1582816862.85245","1796439138.71393","1427934148.37455","1534743719.08594","1924512885.32796","1785124200.54013","1846255702.60776","1844142904.20975","1707774138.57379","1777062964.00017","1993886168.86917","2361101499.45735","2430004477.77902","1240041026.80988","2510704691.51633","3210395029.63458","3761649598.25242","3621062629.88618",
"Mongolia","MNG","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","551441066.666667","670229033.333333","725268666.666667","612402625","584447425","874014900","930447966.666667","911636900","804344500","467975940","1286298568.42105","381224551.643192","455909517.043537","413198588.873813","588727618.644257","478057767.554153","621954882.466867","537971712.592135","530379659.016624","613886974.292311","638035524.358942","708425456.996203","835170861.897535","1210933087.5405","1483028710.17191","2029426156.82969","2524671714.58344","3037494934.85899","2304668257.15766","3355977050.12574","5470718595.11062","5356224605.54811","4893217361.06212","6388231489.26537","5134139179.48847","5688198400.40209","6792836359.89678","7665010102.42513","8412612745.88232","7676311652.04846","8950037976.40907","11155726172.5221","15499351627.5757","16306989868.1926",
"Northern Mariana Islands","MNP","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1169000000","1118000000","1218000000","1017000000","829000000","627000000","488000000","312000000","335000000","317000000","379000000","402000000","437000000","482000000","882000000","1081000000","660000000","501000000","128000000","55000000","244000000","","",
"Mozambique","MOZ","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","308366307.230276","256122499.258907","237590627.522271","310987138.052803","347894398.400414","477693616.795204","522899848.339983","551653721.229621","558379996.981631","669318463.013555","1058826570.65006","1277627022.46651","1501824531.69834","2093420471.04993","2471453991.62611","2666527628.9361","3061895142.94722","3533230751.68138","3431857367.64262","3351471802.24651","4587369287.45407","5009344508.84687","4814395425.92704","5894893978.46845","5279638423.57529","4270264152.95059","5444267918.05269","6837559087.08865","5761757708.23501","4667776262.86619","6523890986.02307","9409084985.62579","9487886113.96833","9579549359.20507",
"Mauritania","MRT","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","18098361.734911","18926389.7787134","33594342.1813003","77479912.1570203","85405336.3678402","90846087.8296112","93211739.4988162","93804931.5868714","90845289.4281016","100097730.362123","106987200.848405","149725281.850101","183111490.349316","234683631.447326","214328858.987223","233122598.270855","207623938.844076","212820785.486055","250406342.43068","305883193.782822","394924879.228704","352134015.863109","422438627.212052","388242381.549678","479510830.511773","528194860.10084","523245223.057966","563821409.490169","573030753.874126","545201152.352715","587632451.828238","484196054.661354","468506039.816125","674865005.057657","867783179.455265","834998050.963816","691882212.922166","497095341.084318","448206605.787093","454082403.756887","445892164.810456","440241261.500872","392277306.771091","549736448.161367","785480557.228916","1660493771.4073","1761222664.72591","2166026280.9928","1755986391.21565","2574612468.25187","3394680268.62567","3247124765.69348","3290007704.82617","2464897183.91279","1862093480.46905","2170784113.99718","2346432964.67156","2734291920.6783","3347184840.42049","3420455747.23413","3675736238.79967","3798126438.33762","4078325493.15253","",
"Mauritius","MUS","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","357403437.089587","401979141.883502","438890038.169642","516795210.227853","579103448.957952","510935885.491278","508528358.112862","508533939.28004","506437054.815996","576008404.865979","885094544.493767","1214376182.66566","1381558262.28026","1400873862.5318","1723622086.28714","1779993084.72591","1912137908.84244","1900665938.53986","2018277243.44386","2369967141.40206","2811723401.74571","2573649427.67002","2738797089.94213","2771402053.09276","2849019400.63143","3136674473.47955","2982651358.38729","3257695157.69328","3508043724.68523","3829946691.83689","4107913610.75401","4553284994.89169","5102127246.49822","4352373919.73667","5125648055.50863","6040733715.48407","6276844450.96987","6462776011.4064","6867142254.44071","6183497020.54101","6023147394.86369","6391415338.956","6578457258.71093","6355022536.95341","4193490760.76654","4416972381.81601","6387964540.47986","6702907014.95398","6908978679.69559",
"Malawi","MWI","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Malaysia","MYS","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","1016914824.80841","921854685.386872","921528018.241093","1147581683.1198","1178941729.11454","1327248613.29797","1336395293.37976","1306341915.96814","1439622111.44576","1730355871.18861","1760409248.60023","1717415947.52741","1816243408.53666","3178858361.33474","4587741014.27173","4235509660.22652","5726370459.26247","6588433755.89073","8024465877.56181","11882425945.033","14091708190.1048","13086963597.8951","13636254641.6191","15637264404.9542","18420475482.1769","17131003019.6831","15613366482.7643","20240209109.4038","23426148711.0616","27728453708.2635","32783400341.9751","38245926680.2444","44957788510.6216","52793700310.2061","66398033836.3054","83462121212.1212","92359488035.6149","93294414081.9079","83529351814.1052","96016052631.5789","112369210526.316","102435789473.684","109221052631.579","117854210526.316","143927631578.947","162048875496.027","182517092277.717","205488238926.986","229656580530.26","184897274878.188","221687585588.343","254020012398.681","249353066125.011","244490716805.849","249470799239.809","209287287856.543","201165058574.724","223413837325.056","245967590635.246","238379861290.486","207798540352.974","264015642139.891","313245857998.72","274125381554.231","301096580804.195",
"North America","NAC","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","34164465425.9845","34868092981.6241","36558236991.9477","39225191907.8901","44481495168.9746","47210661331.0478","52671405444.5041","56680346372.9208","62999696915.6492","68572356372.5725","79088275715.6494","83997419568.6472","95050446037.1589","125346122425.674","165506726808.434","177264330526.529","194738567515.816","207851486311.981","241044732290.478","294767816272.561","356871802509.727","386863955067.083","363002556140.507","362730266306.494","402616591739.615","404668644148.345","423895479199.961","477262307502.318","578144573230.03","647290144884.781","702349597449.244","745178517562.428","789918681739.851","824741925347.272","912370247287.722","1033042801936.18","1103128633314.92","1205310544975.56","1208510138634.65","1278749043050.92","1427432125792.13","1339414928008.51","1304569886771.71","1367290473853.49","1561860308829.72","1736458203184.33","1940025319698.94","2165194170684.02","2372859423843","1977617277977.67","2332353724163.28","2669344411962.44","2775886329782.69","2851367980443","2954909656253.85","2769694780357.73","2720319379980.24","2910493528219.71","3099528499178.03","3107374259614.78","2642376011642.93","3189400095309.72","3764835132319.73","3781584551191.63","3912838527211.81",
"Namibia","NAM","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","1704793787.89318","1268734010.27144","1109299701.7911","1034886235.52643","885220879.87544","830115794.362121","1022542547.76301","1068825357.44755","1154170628.30882","1264270496.90069","1215303139.42491","1318535806.30967","1475205065.61328","1515171424.1822","1617132599.4889","1777948903.87184","1811265635.79742","1771936400.51719","1602303553.86952","1602755470.02005","1597766399.97418","1460499982.51866","1546274870.27248","2139525237.38725","2630327849.94581","2928965079.3611","3630154009.84173","4406968679.93726","4618182718.26725","4609153402.27765","5519309341.42765","5703110578.38843","5224429911.45347","4516479278.36452","4851942697.54909","4009342643.84947","3753721654.57513","4335454250.28185","4909459328.14274","4565372504.91404","3564380963.997","3963389444.58823","5085407033.52279","5413327917.02817","5568765489.75547",
"New Caledonia","NCL","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","467633429.662235","448725650.611022","400878530.210267","370028607.510616","413150885.998926","564723559.654366","553535410.67088","542773772.428772","558407784.194584","672432822.431812","779113416.25599","616966475.374843","675306280.737988","1013166116.53287","1296529854.89288","1339258810.70104","1667538561.16002","2415310046.34178","1682427311.93816","1340540623.43256","1891549544.84672","2079691259.78869","1715324020.26085","1596111822.58528","1976646974.34164","1578920444.17744","1680830644.32587","1927265624.12581","","","","","","","",
